1
.
 
T
h
e
 
W
a
t
e
r
f
r
o
n
t
 
R
e
s
t
a
u
r
a
n
t
 
&
 
T
a
v
e
r
n
,
4
.
5
 
s
t
a
r
 
r
a
t
i
n
g
,
3
2
8
 
F
r
o
n
t
 
S
t
 
S
,
2
2
6
,
A
m
e
r
i
c
a
n
 
(
N
e
w
)
;
 
S
e
a
f
o
o
d
;
 
S
t
e
a
k
h
o
u
s
e
s


2
.
 
R
e
s
t
o
r
e
 
P
u
b
l
i
c
 
H
o
u
s
e
,
4
.
5
 
s
t
a
r
 
r
a
t
i
n
g
,
1
8
1
0
 
S
t
a
t
e
 
S
t
,
1
7
,
A
m
e
r
i
c
a
n
 
(
T
r
a
d
i
t
i
o
n
a
l
)


3
.
 
B
u
z
z
a
r
d
 
B
i
l
l
y
’
s
,
4
 
s
t
a
r
 
r
a
t
i
n
g
,
2
2
2
 
P
e
a
r
l
 
S
t
,
2
7
6
,
A
m
e
r
i
c
a
n
 
(
T
r
a
d
i
t
i
o
n
a
l
)
;
 
C
a
j
u
n
/
C
r
e
o
l
e


4
.
 
L
o
v
e
c
h
i
l
d
 
R
e
s
t
a
u
r
a
n
t
,
4
.
5
 
s
t
a
r
 
r
a
t
i
n
g
,
3
0
0
 
3
r
d
 
S
t
 
S
,
1
0
9
,
A
m
e
r
i
c
a
n
 
(
N
e
w
)


5
.
 
T
h
e
 
C
h
a
r
m
a
n
t
,
4
.
5
 
s
t
a
r
 
r
a
t
i
n
g
,
1
0
1
 
S
t
a
t
e
 
S
t
,
1
4
9
,
F
r
e
n
c
h
;
 
C
o
c
k
t
a
i
l
 
B
a
r
s


6
.
 
T
h
e
 
F
r
e
i
g
h
t
h
o
u
s
e
 
R
e
s
t
a
u
r
a
n
t
,
4
 
s
t
a
r
 
r
a
t
i
n
g
,
1
0
7
 
V
i
n
e
 
S
t
,
1
2
5
,
S
e
a
f
o
o
d
;
 
S
t
e
a
k
h
o
u
s
e
s
;
 
D
e
s
s
e
r
t
s


7
.
 
H
o
w
i
e
’
s
 
o
n
 
L
a
 
C
r
o
s
s
e
,
4
 
s
t
a
r
 
r
a
t
i
n
g
,
1
1
2
8
 
L
a
 
C
r
o
s
s
e
 
S
t
,
5
7
,
A
m
e
r
i
c
a
n
 
(
N
e
w
)
;
 
P
u
b
s


8
.
 
P
i
g
g
y
’
s
 
R
e
s
t
a
u
r
a
n
t
,
4
 
s
t
a
r
 
r
a
t
i
n
g
,
5
0
1
 
F
r
o
n
t
 
S
t
 
S
,
1
3
1
,
S
t
e
a
k
h
o
u
s
e
s
;
 
S
e
a
f
o
o
d
;
 
S
a
n
d
w
i
c
h
e
s


9
.
 
T
h
e
 
C
r
o
w
,
3
.
5
 
s
t
a
r
 
r
a
t
i
n
g
,
1
0
0
 
3
r
d
 
S
t
 
S
,
1
5
4
,
A
m
e
r
i
c
a
n
 
(
T
r
a
d
i
t
i
o
n
a
l
)
;
 
G
a
s
t
r
o
p
u
b
s


1
0
.
 
D
i
g
g
e
r
’
s
 
S
t
i
n
g
 
R
e
s
t
a
u
r
a
n
t
,
4
 
s
t
a
r
 
r
a
t
i
n
g
,
1
2
2
 
3
r
d
 
S
t
 
N
,
6
2
,
A
m
e
r
i
c
a
n
 
(
N
e
w
)
;
 
S
t
e
a
k
h
o
u
s
e
s11. Schuby’s Neighborhood Butcher,4.5 star rating,321 State St,17,Butcher; Delis; Caterers
12. Uno Venti Pizzeria,4 star rating,120 King St,17,Pizza; Italian; Beer Bar
13. 4 Sisters Wine Bar and Tapas,3.5 star rating,100 Harborview Plz,111,Wine Bars; Tapas/Small Plates; Tapas Bars
14. Milwaukee Burger Company,3.5 star rating,3039 Medco Ct,23,Burgers; Sports Bars; Beer Bar
15. Five Star Eggrolls,3.5 star rating,1203 La Crosse St,9,Thai; Laotian; Chinese
16. River Rats Bar and Grill,4.5 star rating,1311 La Crescent Pl,28,American (New); Burgers; Cocktail Bars
17. Hmong’s Golden Egg Roll,4 star rating,901 State St,69,Laotian; Vietnamese; Thai
18. Señor Villa,4 star rating,325 West Ave N,69,Mexican
19. Burritos House,4.5 star rating,1205 La Crosse St,30,Mexican
20. Le Chateau,4.5 star rating,410 Cass St,51,French; Wine Bars; Cocktail Bars
21. Iguana’s Mexican Street Café,4 star rating,1800 State St,71,Mexican
22. Hungry Peddler,4 star rating,3429 Mormon Coulee Rd,64,American (Traditional); Steakhouses; Seafood
23. Red Pines Bar & Grill,4.5 star rating,2846 Midwest Dr,88,American (Traditional); Seafood
24. Ciatti’s Italian Grill,4.5 star rating,129 Marina Dr,51,Seafood; Steakhouses; Italian
25. Huck Finn’s On the Water,3.5 star rating,327 Jay St,53,American (Traditional); Music Venues; Chicken Wings
26. Pickerman’s Soup & Sandwiches,4.5 star rating,901 7th St S,57,Sandwiches; Soup
27. Recovery Room,3.5 star rating,1004 La Crosse St,14,Sports Bars; American (Traditional)
28. Rudy’s Drive-In,4 star rating,115 3rd St,44,American (New)
31. New Taste of India,4 star rating,1812 Jackson St,110,Indian
32. Greengrass Cafe,4 star rating,1904 Campbell Rd,96,Breakfast & Brunch; Bars
33. The Root Note,4.5 star rating,115 4th St S,80,Music Venues; Coffee & Tea; Creperies
34. Schmidty’s Bar & Restaurant,4 star rating,3119 State Rd,19,American (Traditional)
35. Pogreba Restaurant,4 star rating,1232 Avon St,48,American (Traditional); Seafood; Steakhouses
36. Timmers 10 Mile Pub,4.5 star rating,315 5th Ave S,12,Pubs; American (Traditional)
37. People’s Food Co-op,4.5 star rating,214 Main St,31,Grocery; Delis
38. David Reay’s Modern Diner + Tavern,3.5 star rating,235 Sand Lake Rd,96,Diners; Bars
39. Il Luigi Italian Cuisine,4.5 star rating,200 Main St,3,Italian; Wine Bars
41. Taste of Thai,4.5 star rating,205 S Holmen Dr,40,Thai
42. Uptowne Cafe & Bakery,4 star rating,1217 Caledonia St,46,Bakeries; Cafes; Breakfast & Brunch
43. Fayze’s,3.5 star rating,135 S 4th St,129,Bakeries; American (Traditional); Pubs
44. Rosie’s Cafe,4.5 star rating,2225 16th St S,56,Diners; Cafes; American (Traditional)
45. Pizza Ranch,5 star rating,3130 Chestnut Pl,3,Pizza; Chicken Shop; Buffets
46. North Country Steak Buffet,4 star rating,2526 Rose St,29,Buffets; Salad; Tacos
47. Big Boar Barbecue & Catering,4.5 star rating,510 Commerce Dr,47,Barbeque
48. Schmitty’s TimeOut Tavern,4.5 star rating,444 N Chestnut St,7,Chicken Wings; American (Traditional); Burgers
49. Shogun Sushi And Hibachi,3.5 star rating,1227 Crossing Meadows Dr,78,Japanese; Sushi Bars
50. Moxie’s,3.5 star rating,1835 Rose St,6,American (New); Tiki Bars
51. Huhot Mongolian Grill,4 star rating,9348 WI-16,32,Chinese; Asian Fusion; Mongolian
52. Crooked Pint Ale House,3.5 star rating,2005 West Ave S,23,Pubs; American (Traditional); Sports Bars
53. The Barrel Inn Bar & Grill,4 star rating,1002 Jackson St,5,Sports Bars; American (Traditional)
54. Houghton’s Jackson Street Pub,3.5 star rating,3055 State Highway 16,32,American (Traditional); Irish Pub; Steakhouses
55. Famous Dave’s Bar-B-Que,4 star rating,4310 State Hwy 16,34,Barbeque; American (Traditional); Comfort Food
56. Texas Roadhouse,3.5 star rating,236 E Main St,49,Barbeque; Steakhouses
57. Kaddy’s Kafe,4.5 star rating,1914 Campbell Rd,25,Breakfast & Brunch; Cafes
58. Eagle’s Nest Sports Bar & Grill,4 star rating,5200 Mormon Coulee Rd,16,Sports Bars; American (Traditional)
61. Press Break,4.5 star rating,146 Rose St,14,Sandwiches; Hot Dogs; Breakfast & Brunch
62. Ardie’s Restaurant / Flipside Pub & Grill,3 star rating,400 Lang Dr,31,American (Traditional); Sports Bars; Pubs
63. Pizza King - La Crosse,4.5 star rating,2929 South Ave,19,Pizza; Italian; Greek
64. Meringue Bakery & Cafe,5 star rating,313 Main St,4,Bakeries; Custom Cakes; Cafes
65. Three Rivers Lodge River View Restaurant and Bar,3 star rating,111 Front St S,30,Bars; American (New); Burgers
